"","AGBN","seed","seedrich","type","time"
"316",216.76324478256,0,0,"SF","first"
"317",18.8741992698,0,0,"SF","first"
"318",148.2357535596,0,0,"SF","first"
"319",48.871188310392,0,0,"SF","first"
"320",0.8010789983532,0,0,"SF","first"
"321",33.92087894244,0,0,"SF","first"
"322",125.08536019896,0,0,"SF","first"
"323",0.62734725784584,0,0,"SF","first"
"324",142.37754194664,0,0,"SF","first"
"325",38.093293939176,0,0,"SF","first"
"326",129.96215940456,0,0,"SF","first"
"327",45.320898663936,0,0,"SF","first"
"328",60.269481929664,0,0,"SF","first"
"329",4.8308411734632,0,0,"SF","first"
"330",68.479418155176,857718.25870864,3,"SF","first"
"331",196.3250736048,0,0,"SF","first"
"332",37.00057035528,0,0,"SF","first"
"333",13.086163799856,0,0,"SF","first"
"334",52.632521974872,0,0,"SF","first"
"335",64.421150074344,0,0,"SF","first"
"336",89.543985104952,0,0,"SF","first"
"337",8.5470372647856,0,0,"SF","first"
"338",84.226749620832,0,0,"SF","first"
"339",50.1365445336,0,0,"SF","first"
"340",65.649877063344,0,0,"SF","first"
"341",29.729678573448,0,0,"SF","first"
"342",70.07812506828,0,0,"SF","first"
"343",150.63907069512,0,0,"SF","first"
"344",107.797538540664,0,0,"SF","first"
"345",194.78817011808,0,0,"SF","first"
"346",100.453388290416,0,0,"SF","first"
"347",0.53934664350672,0,0,"SF","first"
"348",98.228263188384,0,0,"SF","first"
"349",32.63588550432,0,0,"SF","first"
"350",25.539901678368,0,0,"SF","first"
"351",27.608343773976,0,0,"SF","first"
"352",88.399792291104,0,0,"SF","first"
"353",60.648350159376,0,0,"SF","first"
"354",90.83215053612,0,0,"SF","first"
"355",61.44268222764,0,0,"SF","first"
"356",170.17103820528,0,0,"SF","first"
"357",80.102082646656,0,0,"SF","first"
"358",0,0,0,"SF","first"
"359",0,0,0,"SF","first"
"360",11.0422088180712,0,0,"SF","first"
"361",11.424207569544,0,0,"SF","first"
"362",120.30192743184,0,0,"SF","first"
"363",336.18497216472,0,0,"SF","first"
"364",366.31442273832,0,0,"SF","first"
"365",178.72118469576,0,0,"SF","first"
"366",15.66729188136,0,0,"SF","first"
"367",59.507620758432,0,0,"SF","first"
"368",219.1992906096,0,0,"SF","first"
"369",80.54374064688,0,0,"SF","first"
"370",271.0854751248,0,0,"SF","first"
"371",111.635818255584,0,0,"SF","first"
"372",1.6998318448272,0,0,"SF","first"
"373",112.77679424256,0,0,"SF","first"
"374",156.64299223608,0,0,"SF","first"
"375",5.9781387296232,0,0,"SF","first"
"376",52.345260456048,0,0,"SF","first"
"377",24.826371369408,0,0,"SF","first"
"378",64.82472174108,0,0,"SF","first"
"379",43.52596531164,0,0,"SF","first"
"380",45.105763559472,0,0,"SF","first"
"381",313.4657681064,0,0,"SF","first"
"382",345.60343774152,0,0,"SF","first"
"383",10.316481467292,0,0,"SF","first"
"384",415.1718582732,0,0,"SF","first"
"385",62.62254034848,377396.07828608,1,"SF","first"
"386",244.25736318144,0,0,"SF","first"
"387",0.25395469514352,68617.456992168,1,"SF","first"
"388",39.632865038424,0,0,"SF","first"
"389",66.556517860728,0,0,"SF","first"
"390",50.02995211704,0,0,"SF","first"
"391",2.37919093398,0,0,"SF","first"
"392",146.43847764,0,0,"SF","first"
"393",62.560008372456,0,0,"SF","first"
"394",242.76910439376,0,0,"SF","first"
"395",300.94188771024,0,0,"SF","first"
"396",0,0,0,"SF","first"
"397",477.08445501864,0,0,"SF","first"
"398",41.0857163136,0,0,"SF","first"
"399",142.37081687304,514630.88113472,2,"SF","first"
"400",0,0,0,"SF","first"
"401",23.184534317616,0,0,"SF","first"
"402",163.93330827216,0,0,"SF","first"
"403",143.42654134368,0,0,"SF","first"
"404",344.53997943624,0,0,"SF","first"
"405",137.58559075296,0,0,"SF","first"
"406",16.486136842896,0,0,"SF","first"
"407",104.52888376812,68617.456992168,1,"SF","first"
"408",51.141853369152,0,0,"SF","first"
"409",99.196270282368,0,0,"SF","first"
"410",168.7786117164,0,0,"SF","first"
"411",93.930156566064,0,0,"SF","first"
"412",0,0,0,"SF","first"
"413",157.39541588736,0,0,"SF","first"
"414",0,0,0,"SF","first"
"415",98.757862734384,0,0,"SF","first"
"416",26.909238747888,0,0,"SF","first"
"417",379.89795056472,1818362.61955376,3,"SF","first"
"418",0,0,0,"SF","first"
"419",72.469101693744,0,0,"SF","first"
"420",72.175552231104,0,0,"SF","first"
"421",148.9643031996,514630.88113472,3,"SF","first"
"422",13.556201610672,0,0,"SF","first"
"423",204.30683929152,0,0,"SF","first"
"424",55.802239706304,0,0,"SF","first"
"425",52.461503353224,0,0,"SF","first"
"426",37.250832760848,0,0,"SF","first"
"427",7.1446599086688,0,0,"SF","first"
"428",2.7602661086784,0,0,"SF","first"
"429",180.07931330928,0,0,"SF","first"
"430",21.703919696928,0,0,"SF","first"
"431",6.9619800093984,0,0,"SF","first"
"432",68.270604619896,0,0,"SF","first"
"433",7.1972286881544,0,0,"SF","first"
"434",3.6649342178064,0,0,"SF","first"
"435",44.650363992192,0,0,"SF","first"
"436",0,0,0,"SF","first"
"437",29.971254425616,0,0,"SF","first"
"438",75.825238465368,0,0,"SF","first"
"439",62.010547442424,0,0,"SF","first"
"440",123.12813961224,308778.4916356,2,"SF","first"
"441",54.750763240488,0,0,"SF","first"
"442",29.854854610056,0,0,"SF","first"
"443",3.7759080198168,0,0,"SF","first"
"444",0,0,0,"SF","first"
"445",78.542280284328,0,0,"SF","first"
"446",42.7081403196,0,0,"SF","first"
"447",32.092309013688,0,0,"SF","first"
"448",37.03032880596,0,0,"SF","first"
"449",0,0,0,"SF","second"
"450",0,0,0,"SF","second"
"451",0,0,0,"SF","second"
"452",0,0,0,"SF","second"
"453",9.9778813650301,0,0,"SF","second"
"454",0,0,0,"SF","second"
"455",0,0,0,"SF","second"
"456",0,0,0,"SF","second"
"457",6.33375209272957,0,0,"SF","second"
"458",0,0,0,"SF","second"
"459",0,0,0,"SF","second"
"460",0,0,0,"SF","second"
"461",1.6530566528866,0,0,"SF","second"
"462",0,0,0,"SF","second"
"463",0,0,0,"SF","second"
"464",0,0,0,"SF","second"
"465",0,0,0,"SF","second"
"466",0,0,0,"SF","second"
"467",0,0,0,"SF","second"
"468",16.8285520245682,0,0,"SF","second"
"469",0,0,0,"SF","second"
"470",0,0,0,"SF","second"
"471",13.1067679538082,0,0,"SF","second"
"472",0,0,0,"SF","second"
"473",0,0,0,"SF","second"
"474",0,0,0,"SF","second"
"475",0,0,0,"SF","second"
"476",12.2814252353508,0,0,"SF","second"
"477",0,0,0,"SF","second"
"478",0,0,0,"SF","second"
"479",1.23849857915752,0,0,"SF","second"
"480",4.14790515422639,0,0,"SF","second"
"481",0,0,0,"SF","second"
"482",0.0429630745565717,34308.7303483456,1,"SF","second"
"483",5.67580660339315,0,0,"SF","second"
"484",0,0,0,"SF","second"
"485",40.4097512484901,0,0,"SF","second"
"486",0,0,0,"SF","second"
"487",0,0,0,"SF","second"
"488",0,34308.7303483456,1,"SF","second"
"489",0,0,0,"SF","second"
"490",0,34308.7303483456,1,"SF","second"
"491",0,0,0,"SF","second"
"492",0,0,0,"SF","second"
"493",0,0,0,"SF","second"
"494",1.28774086382148,0,0,"SF","second"
"495",0,0,0,"SF","second"
"496",0,0,0,"SF","second"
"497",1.13375277244654,0,0,"SF","second"
"498",0,0,0,"SF","second"
"499",4.90565966611292,0,0,"SF","second"
"500",3.27431502217802,0,0,"SF","second"
"501",0,0,0,"SF","second"
"502",2.43861594135639,0,0,"SF","second"
"503",0,34308.7303483456,1,"SF","second"
"504",6.93437421845115,0,0,"SF","second"
"505",0,0,0,"SF","second"
"506",0,0,0,"SF","second"
"507",0,0,0,"SF","second"
"508",0,0,0,"SF","second"
"509",0,0,0,"SF","second"
"510",0,0,0,"SF","second"
"511",0,0,0,"SF","second"
"512",0,0,0,"SF","second"
"513",0,0,0,"SF","second"
"514",0,0,0,"SF","second"
"515",18.5343587005097,34308.7303483456,1,"SF","second"
"516",0,0,0,"SF","second"
"517",7.56703201745231,0,0,"SF","second"
"518",0,0,0,"SF","second"
"519",0,0,0,"SF","second"
"520",0.671870961044158,0,0,"SF","second"
"521",0,0,0,"SF","second"
"522",0,0,0,"SF","second"
"523",1.51388279930467,34308.7303483456,1,"SF","second"
"524",4.93920308707358,0,0,"SF","second"
"525",0,0,0,"SF","second"
"526",0,0,0,"SF","second"
"527",4.60581495776254,0,0,"SF","second"
"528",0,0,0,"SF","second"
"529",0,0,0,"SF","second"
"530",0,34308.7303483456,1,"SF","second"
"531",0,0,0,"SF","second"
"532",2.26434509510886,34308.7303483456,1,"SF","second"
"533",0,0,0,"SF","second"
"534",0,0,0,"SF","second"
"535",0.460573109888566,0,0,"SF","second"
"536",0,0,0,"SF","second"
"537",0,0,0,"SF","second"
"538",0,0,0,"SF","second"
"539",0,0,0,"SF","second"
"540",0,0,0,"SF","second"
"541",0,0,0,"SF","second"
"542",0,0,0,"SF","second"
"543",0,0,0,"SF","second"
"544",0,0,0,"SF","second"
"545",0,0,0,"SF","second"
"546",0,0,0,"SF","second"
"547",0,0,0,"SF","second"
"548",0,0,0,"SF","second"
"549",0.873217501420809,0,0,"SF","second"
"550",0,0,0,"SF","second"
"551",0,0,0,"SF","second"
"552",3.50297472412798,0,0,"SF","second"
"553",0,0,0,"SF","second"
"554",0,34308.7303483456,1,"SF","second"
"555",0,34308.7303483456,1,"SF","second"
"556",0,34308.7303483456,1,"SF","second"
"557",6.22188187277341,0,0,"SF","second"
"558",6.14946235152787,0,0,"SF","second"
"559",0,0,0,"SF","second"
"560",6.2887453103389,0,0,"SF","second"
"561",3.50275344914341,0,0,"SF","second"
"562",6.63019116092946,0,0,"SF","second"
"563",0,0,0,"SF","second"
"564",0,0,0,"SF","second"
"565",0,0,0,"SF","second"
"566",0,34308.7303483456,1,"SF","second"
"567",0,34308.7303483456,1,"SF","second"
"568",0,0,0,"SF","second"
"569",0,0,0,"SF","second"
"570",1.15313972329412,0,0,"SF","second"
"571",0,0,0,"SF","second"
"572",0,0,0,"SF","second"
"573",0,0,0,"SF","second"
"574",0,0,0,"SF","second"
"575",0,0,0,"SF","second"
"576",12.1452397724169,0,0,"SF","second"
"577",0,0,0,"SF","second"
"578",3.71968552011758,0,0,"SF","second"
"579",0.783827856682122,34308.7303483456,1,"SF","second"
"580",0.770363178112334,0,0,"SF","second"
"581",0,0,0,"SF","second"
"582",0,0,0,"SF","second"
"583",0,0,0,"SF","second"
"584",0,0,0,"SF","second"
"585",0,0,0,"SF","second"
"586",0,0,0,"SF","second"
"587",0,0,0,"SF","second"
"588",0,0,0,"SF","second"
"589",0,0,0,"SF","second"
"590",0,0,0,"SF","second"
"591",0,0,0,"SF","second"
"592",0,0,0,"SF","second"
"593",0,0,0,"SF","second"
"594",0,0,0,"SF","second"
"595",0,0,0,"SF","second"
"596",0,0,0,"SF","second"
"597",0,0,0,"SF","second"
"598",0,0,0,"SF","second"
"599",0,0,0,"SF","second"
"600",0,0,0,"SF","second"
"601",0,0,0,"SF","second"
"602",0,0,0,"SF","second"
"603",0.335387161085865,0,0,"SF","second"
"604",0,0,0,"SF","second"
"605",0,0,0,"SF","second"
"606",1.14770829516359,34308.7303483456,1,"SF","second"
"607",1.14770829516359,34308.7303483456,1,"SF","second"
"608",0,0,0,"SF","second"
"609",0,0,0,"SF","second"
"610",0,0,0,"SF","second"
"611",0,0,0,"SF","second"
"612",0.207040506176135,0,0,"SF","second"
"613",0,0,0,"SF","second"
"614",0,34308.7303483456,1,"SF","second"
"615",0,0,0,"SF","second"
"616",0.459476276829637,0,0,"SF","second"
"617",5.26952459502902,0,0,"SF","second"
"618",0,0,0,"SF","second"
"619",0,0,0,"SF","second"
"620",0,0,0,"SF","second"
"621",0,0,0,"SF","second"
"622",0,0,0,"SF","second"
"623",2.68111181626551,0,0,"SF","second"
"624",1.126605512871,0,0,"SF","second"
"625",1.70114805871338,0,0,"SF","second"
"626",10.3107620197156,0,0,"SF","second"
"627",3.57115597763788,0,0,"SF","second"
"628",0,0,0,"SF","second"
"629",0.816663715864665,34308.7303483456,1,"SF","second"
"630",0.211271239518164,0,0,"SF","second"
"631",8.9196225705007,0,0,"SF","second"
"632",0,34308.7303483456,1,"SF","second"
"633",2.27043798237947,34308.7303483456,1,"SF","second"
"634",0.972523405501768,0,0,"SF","second"
"635",0,0,0,"SF","second"
"636",14.6654637835104,0,0,"SF","second"
"637",0,0,0,"SF","second"
"638",48.1042020549446,0,0,"SF","second"
"639",0.164639970688253,0,0,"SF","second"
"640",0,0,0,"SF","second"
"641",0,0,0,"SF","second"
"642",0,0,0,"SF","second"
"643",0,0,0,"SF","second"
"644",6.2939433723069,34308.7303483456,1,"SF","second"
"645",0.523971695750817,0,0,"SF","second"
"646",0,0,0,"SF","second"
"647",0,0,0,"SF","second"
"648",0,0,0,"SF","second"
"649",0,0,0,"SF","second"
"650",0,0,0,"SF","second"
"651",0,0,0,"SF","second"
"652",0,0,0,"SF","second"
"653",0.211898478254618,34308.7303483456,1,"SF","second"
"654",0.544880076356546,34308.7303483456,1,"SF","second"
"655",28.2855679629592,0,0,"SF","second"
"656",0,0,0,"SF","second"
"657",0,0,0,"SF","second"
"658",8.05822171291241,0,0,"SF","second"
"659",0,0,0,"SF","second"
"660",0,0,0,"SF","second"
"661",0,0,0,"SF","second"
"662",0,0,0,"SF","second"
"663",0,0,0,"SF","second"
"664",0,0,0,"SF","second"
"665",1.12196020662593,0,0,"SF","second"
"666",0,0,0,"SF","second"
"667",13.9652627309306,0,0,"SF","second"
"668",18.427867871006,0,0,"SF","second"
"669",0,0,0,"SF","second"
"670",0,0,0,"SF","second"
"671",2.95103034527629,0,0,"SF","second"
"672",0,0,0,"SF","second"
"673",3.21702128400313,0,0,"SF","second"
"674",13.9708638665176,0,0,"SF","second"
